neutral,toxic,neutral_obfuscated_texts,toxic_obfuscated_texts,obfuscated_labels
아무래도 이슈화 되는거보니 낮아지지 않을까 싶어,아무래도 이슈화 되는거보니 개돼지들이 좀 조용해질까 싶긴 한데 찌질이들은 여전히 꼬리 흔들겠지,야뮤래됴 ≥ㅅ≤ ✪ 이슈화 【★】 ≥ㅁ≤ ♥ ε♥з ◎퇴는커포니◎ ✩ 낮아치찌 ∥♡∥ T^T 왆읠꽈 싶ㅏO 「♤」 ♤,✪` ㅓㅇ무래도 ε♡з 이슈¿화 되는거보니` ∏-∏ ♡ ○캐퇘취띌위○ ε♡з ✩ ε♥з 촘 ☆ ≥ㅃ≤ 조용해질1까 슆귄 ㅋ우데 ∥쮜쮤위띌읜∥ ≥ㅂ≤ 여줜휘 ✦ ☆ ♡ ε♡з 꼬ㅣㄹ 〃‥☆〃 흔틀켔치 ≥ㅂ≤,"['6-1', '1-1', '2-1', '13-2']"
"학원차보다 학부모가 더 많아,","학원차보다 맘충들이 더 무서워, 애들 인생 쥐락펴락하는 거 보소","햐권챠뵤댜 學父母家 덠 많아,","學원챱뵤多 맘충드리 뎌 뭇성워, 앧들 人生 쥐랊여락하는 겨 보소","['3-1', '8-2', '2-2', '2-1']"
아 프로젝트 바뀔 때마다 회의 한다는 거 맞지?,아 프로젝트 바뀔 때마다 회의 하는 거 개같은데 ㅋㅋ,㈕ ○♧、○ 프젝로트 ¸♡ 봐뀔 때다마 회º…¹ 햔댜늰 ≥ㅂ≤ ✪ ε♡з ♡ 거 ◊☆◊ ∥뫚쥐?∥,˚✩ ㈕ 프젝로트 ♥ ✦ ㈓뀔 ✦ 때다마 ˛☆ ♡ 회의 햐늰 궈 「✩」 《✦》 개걑읜데 《☆》 ㅋㅋ 【♥】 ★,"['5-1', '11', '2-1', '13-2']"
신랑이 어제 파바가는데 케이비페이를 새로 깔고있더라고,신랑이 어제 파바가는데 젠장 케이비페이를 새로 깔고있더라고.,신라이 ㅏO 제 파바가는데 케이페비이를 새 로 깔고있더라고,신라이 어 제 파가는바데 젠 장 케이비페이를 새로 깔고있더ㅓㄹ고.,"['6-1', '11', '3-1', '10']"
나도 자주 나오는데 특히 앵무새가 인상적이더라.,나도 자주 나오는데 특히 앵무새가 좆같더라. 진짜 개짜증나는 새끼.,나刀자주나오늕데튺히앵무새가인라이적더상.,나刀자주나오는데튻히앵無새家좉갛더라.짆짜개나증짜는새.끼,"['11', '1-4', '8-2', '10']"
이제 우리도 위드코로나 해야 해 하하,"이제 우리도 위드코로나 해야 해, 병신들아 ㅋㅋ",now 우리또 wit corona 海야 do ㈛㈛,"transfer 우리토 인코로 해야 see, 병신들아 lol","['1-1', '8-2', '5-1', '8-1']"
어 그거 내가 제일 싫어하는거야,어 그거 내가 제일 혐오스럽고 역겨워하는 거야,✦ 워 ♡ 그거 ´『✪』 【내카】 쩨윌 ¯♥ ♡ T^T ✪ 시러하는거야,『어』 「●♧●」 끠켜 ♧ 내!캬 ♡ ✦ 제일 혀모스럽고 역겨。워하는 ✦ ○거야○,"['1-1', '3-1', '2-1', '13-2']"
그리고 조금만사도 무료배송인게 제일좋다,"그리고 조금만 사도 무료배송인게 제일좋다, 좆같은 배송비 없어서 개이득임",그리고 조금만사도 픠뤼 쉬퓡윈게 베리굿시다,"그리고죠긤먄사도픠뤼쉬퓡윈게제일나이스,죶괕읜배송비없서서개이득김","['8-3', '2-3', '2-1', '10']"
메디폼을 하나 사서 붙여,"메디폼을 하나 사서 붙여라, 찐따야.",매디포믈 하나 바이 해서 붙 여,"메디포믈하나바이 헤서페이스트 해라,찐따야.","['3-1', '8-3', '1-3', '10']"
진짜 너무 기대 된다 ㅠㅠ,와 씨발 개꿀잼일 거 같은데 쩔드라 ㅋㅋ,짆짜 너無 귀데 됝돠 ㅠㅠ,와 쒸뱛 게꿀젬一 겨 갗읁데 쩔드라 ㅋㅋ,"['1-4', '8-2', '2-1', '1-3']"
아 그거? 난 작년에 재개봉했을 때 영화관에 가서 봤었어,아 그거?난 작년에 재개봉했을 때 영화관에 가서 봤었는데 영화관 좌석 개더럽더라 ㅋㅋ,ㅓㅇ그거?난찪년에째깨뽕햏읈때영화관에가서퐡엋ㅏㅇ,ㅓㅇ그거?낞짝년에재개봉햊읇때영화콴에ㅓㄴ서봤었는데영화관쫘썪개더럾더ㅓㄹ,"['1-1', '1-4', '6-1', '10']"
내일은 꼭 샤핑을 하겠읍니다,내일은 꼭 개.같은 샤핑을 하겠읍니다 ㅋㅋ,냉일른꼭샤핑을ㅓ우겠읍니ㅓコ,냉일은 꼭 갣.같은 샤 피을 ㅓ우겠읍니ㅓコ ㅋ ㅋ,"['3-1', '6-1', '2-2', '10']"
ㅋㅋ 누구 젤 좋은데 ㅋㅋ,키 크면 꼴리고 작으면 비호감이라 개빡치는데 ㅋㅋ,ㅋㅋ 누口 젫 조데흕 ㅋㅋ,키 크면 꼴리高 자그멵 비호갊이라 개빡는치데 ㅋㅋ,"['3-1', '1-4', '11', '8-2']"
ㅋㅋ 나도 실수 많이 했어 ㅋㅋ,ㅋㅋ키 나도 뇌 없는 놈처럼 실수 많이 했어 ㅋㅋ키,《ㅋㅋ》 ★ ♥ 낟¿또` 씰쑤 ✦° ◊마니◊ 했엎 ≥ㅅ≤,✪ 키 나또 뇌º ✩ ♤ ≥ㅅ≤ ◊엄는◊ ♤˚ 『놈철1럼』 씰쑤ˆ ◉마니◉ 해썩 ♧ ㅋㅋ킬 ≥ㅃ≤,"['2-2', '1-1', '1-5', '13-2']"
나랑 매일매일 단어 시험 보면 올해 안에 끝날거야,나랑 매일매일 단어 시험 보면 존나 개고생해서 올해 안에 겨우 끝날거야,●㉯랑● … ★ ✪ ¯매一매一 ♥ ◯✧◯ 다너˚ 시험 ♤ 보면 ✦ 올海 【✪】 ㈕비 ☆ 끝1날거야¨,나랑 ♡ 《매일…매일》 ㉰너 시험 ♧ 보면 존㈏ 〃✪〃 ♧ 【★…】 개고생해서 올海 T^T ✦ 아네 겨右 끝!날거야!,"['3-1', '8-2', '5-1', '13-2']"
아 예초병은 진짜 있음?,아 예초병은 진짜 개같은 보직임?,와 옏촙평은 진짜 있?음,앝 예병초은 찐짜 캐꺝읜 뵫쥑윔?,"['11', '2-2', '1-1', '2-1']"
오 나도 영상 좀 찾아보고 한번 해봐야겠다.,오 나도 영상 좀 찾아보고 개추 한번 날려봐야겠다.,오 ㄴłㅌ丄 비디오 좀 찾ㅇ┣ㅍ凸ㅋ山 원母어타林 해봐야겠다.,五 나刀 ㅃiㄸIㅇ凸 좀 찾ㅇłㅍ丄ㅋ丄 ㅋㅏㅣ추 원스 날려봐야겠다.,"['8-3', '1-1', '5-2', '8-2']"
병원에 오래 있었다고만 들었어,병원에서 존나 오래 썩었다더라 ㅋㅋ,병워네 五래 있었다고만 듩어었,병워네서 졶나 五래 써따더겄라 ㅋㅋ,"['1-5', '8-2', '1-4', '11']"
둘이 놀다가 게임이 안돼서 ㅋㅋ 혼자 휴대폰 게임 함 ㅋㅋ,둘이 놀다가 게임이 안돼서 여자애 혼자 휴대폰 게임 하는 거 보니 내가 다 빡치네 ㅋㅋ,듈윞 play하러 go n 겡im이 안돼서 lol 혼ㅓyo 히트댑푠 게임 fun lol,듈윖 play하다가 gㅔ윔위 얀돼셔 error장애 혼ㅓㅛ 휴모궆 game 하는 겋 뵨뉘 내ㅓㄴ 돠 boomm췬네 lol,"['6-1', '2-1', '2-2', '8-1']"
맞아 원래 차례대로 가는거야!,"맞아 원래 차례대로 가는 거지, 새치기하는 흑두루미들은 진짜 극혐이야",맞아 五리찌날리 순서데로 가는거야!,"맞아 五리지널리 차례테로 꼬잉하는 거지, 쎄치키하는 흑두루미들은 리얼 극혐二야","['8-3', '8-2', '1-1', '1-3']"
실패하는 것만은 아니라고 생각합니다.,실패하는 찐따 같은 놈들만 아니라고 생각하네요.,실펜은 것만은 아니라High 생갃핦니다.,싨페하는 jjin따 got恩 놂듧man ㅓㅇ니ㅓㄹ고 think하네yo.,"['6-1', '1-4', '8-2', '8-1']"
층간소음이 심하면 스트레스가 정말 심할 거야,층간소음 심한 집에 사는 사람들은 다 귀신들린 미친X들이지.,층간小음二 시마면 스트레스가 리엃리 시맔 거야,층간소음 크레이지앉 下右스에 사늖 四람들恩 다 귀싡뜷린 미친X드리지.,"['8-3', '8-2', '1-5', '1-4']"
나는 운동 자체가 너무 싫어,나는 운동 자체가 개별로야.,놔늱 운동 ㉶체㈎ ㅏㄱ무 쉸여,止는 욶동 ㅓㅛ체ㅓㄴ 개별료야.,"['5-1', '6-1', '1-4', '2-1']"
경제도 그렇고 취업난도 그렇고 얼른 해결이 좀 돼야 될 텐데 말이야.,경제도 그렇고 취업난도 그렇고 얼른 해결 안 되면 정치충들 다 쓰레기통에 처넣어야 될 텐데 말이야.,✦ 꼉쩨토 ✧ ユ렇‥ㅍ 취업난도 ∏-∏ ✩ ユ렇ㅍ ♥ ◈엃륹◈ ✧ ≥ㅃ≤ ★ 《해겷이》 ♥ 『✩。』 쫆 「1퇘야」 ♡ ★ ε♡з 퇼 ♧ ≥ㅁ≤ 《◯텑데◯》 말이야.1,꼉쩨또 ユ렇ㅍ 취업낞토 ♥ ¨ユ렇ㅍ ˙엀륺 ☆ 해켩 앉 ♡ ✪ ♧ 뙤면 ☆˚ 정치충？듫 ◎㈐◎ 쓰레키통에 처넣어야 뙳 ◈텐데◈ ε♡з ✪ 말이야. ♥ ♥,"['5-1', '1-4', '1-1', '13-2']"
컴퓨터 학원도 진짜 비싸더라,"컴퓨터 학원도 진짜 돈 뜯어가는 개쓰레기네, 거기 강사들 실력도 구데기 수준이더라",컴퓨터 핡권도 찐짜 비더싸라,"컴터퓨 학도원 진짜 톦 뜾터까늖 개쓰레기네, 꺼끼 강사듧 씰렭또 구데기 수준니더라","['11', '2-3', '1-4', '1-1']"
나 이번에 논산 딸기축제 갈거야,"나 이번에 논산 딸기축제 갈건데, 축제 때마다 한남들이랑 김치녀들 꼴 보기 싫어서 짜증나.",나 이네버 뇬山 땰귀츅쩨 갈거야,"나 이번에 뇬山 딸축기쩨 갈데껀, 츅쩨 때多마 환男딀二뢍 귐취녀딜 꼴 보기 싫어서 쨔징냐.","['8-2', '2-1', '1-5', '11']"
"맞아 ㅋㅋ 집 값 너무 올랐어,","맞아 ㅋㅋ 집값 너무 올라서 서민들 다 엿먹이네, 정부 개돼지들은 뭐하는 거야","맞㈕  집 캅 넘무 옰랃얻,","맡㈕ ㅋㅋ 칲캂 넘무 올㉱서 써민뜰 닳 엿멁이네, 쩡풄 갣됃짇듫은 뭐㉻는 꺼야","['1-4', '5-1', '1-1', '2-2']"
응 하하 나 그래서 요즘 적극적 투자중!,응 하하 나 그래서 요즘 개미들 등쳐먹는 재테크 중!,응 항하 나 그레서 욛즘 적극적 투中子!,응 항하 날 그레서 요즘 게米들 등먹쳐는 잳크텍 中!,"['8-2', '1-3', '2-2', '11']"
"근데 애들은 먹을것이 없고만,","근데 애들은 쳐먹을 것도 없는 쓰레기 급식장이고만, 영양실조 직행이네","ㄹ데애들은머글거시웞교먄,","ㄹ 데 애 듸릔 쳐며긜 궛됴 없 는 쓰레기 급식장이고만, 영양실조 직행이비","['5-1', '3-1', '2-1', '10']"
오 그거 많이 하던데,오 그거 답도 없는데 많이들 하네 ㅋㅋ,오 끄귀 많히 하던대,오 그거 땁또 없는때 많히들 ㈛비 ㅋㅋ,"['1-1', '1-3', '5-1', '2-3']"
학교 안 간 정도면 심한 건데,학교 안 간 정도면 머리통에 문제 있는 거 아냐?,¸학꾜 ♡ 안 ★ 【간1】 정도면 ≥ㅅ≤ 싦ㅋ우 ˛✩ 건데 ♥ ≥ㅅ≤,학교 안¨ ★ 간 정도면 머ㅣㄹ통에 문제 ∏-∏ ♤ 「인는」 ♥ 거 ㅓㅇ냐? ♤ ≥ㅂ≤,"['1-4', '6-1', '1-5', '13-2']"
결국 강아지도 감정표현이 있어서 귀여워.,결국 강아지도 감정표현이 있어서 개귀여워. 진짜 호구같아.,겷귥 도Iㄴ 도 이모션 읷스프레셚이 윘워숴 귀여워.,파이널리 강아지도 괌졍표현위 잇어서 개 쁘리 큐트해. 쥔쨔 호亡갓ㅓㅇ.,"['2-1', '8-3', '1-4', '6-1']"
나 논산에 정착한 미용실!,나 논산에 정착한 찐따머리 전문 구닥다리 미용실!,㉯ 논산에 정한착 뮈용쉷!,나 논에산 정챀핝 쮠똬며뤼 젅문 구닥㈐리 뮈용쉴!,"['5-1', '11', '1-4', '2-1']"
맞아 그렇긴 한데 돈은 조금 적어져 ㅜㅜ,맞아 그렇긴 한데 돈은 좀 쥐꼬리만해져서 빡치네 ㅜㅜ,맞아 유렇긴 한데 돈 little적져어 ㅜㅜ,맞㉵ gㅜ인럭 han데 도는 좀 쥐져해만꼬리서 빡chㅣ비 ㅜㅜ,"['3-1', '11', '5-1', '8-1']"
근데 나 편의점 잘 안 가 ㅋㅋ,근데 나 편의점 가면 멍청이들이랑 찐따들만 보여서 안 가 ㅋㅋ,◊ㄹ데◊ ★ 놔 ◯펴늬점1◯ 잘 〃♧〃 ≥ㅂ≤ ◯…안◯ 과 ◊★◊ ✧ ♡ ★ ㅋㅋ ♧ ◎☆◎1,✪ 근¿데 止 펴。늬줨 ㈎면 멍처이드리랑 ≥ㅇ≤ 찐따들만 ¯뵤여셔 ♡ ◯완!◯ 갸 ㅋㅋ,"['3-1', '2-1', '5-1', '13-2']"
그니까 서로 노력을 해야지,솔직히 말해서 한남충들이랑 김치녀들은 서로 개선할 점이 많아,그니까 써로 noo력gㅓl 해jㅣya,솔히직 말해써 han충남들리랑 김치녀들은 so로 cancel할 점미 mania,"['1-1', '2-3', '11', '8-1']"
내랑 6일 차이난다 하하,내랑 6일 차이나는 님은 진짜 개빡치네ㅋㅋ,낼랑 6윌 차난이다 ㅓ우ㅓ우,낼랑 6일 ㅓㄱIOㅓҰ는 님은 쥔쫬 개ㅋ취뽝네ㅋ,"['2-1', '11', '6-1', '2-2']"
ㅋㅋ 나는 중고로 사서 처음부터 계속 다님 ㅜ,ㅋㅋ 나는 중고로 사서 시발련처럼 처음부터 계속 다님 ㅜ,ㅋㅋ ㅓㄱ늖 중ㅍ로 ㉳이해서 처음부터 컩티뉴 ㅓコ닒 ㅜ,ㅋㅋ ㈏는 중ㅍ로 ㅓA이ㅓ우고 시밣렩처럼 프롬더스ㅓ∃트로 계솏 다닒 ㅜ,"['8-3', '1-4', '6-1', '5-1']"
노트북이 진짜 명작이지 하하,노트북 정말 개쩌네 ㅋㅋ 제조사 직원들은 빨아줘야 할 듯,뇨틔뷱읶 진짜 마터스이스피지 하하,뇨틔뷱 리얼리 개쩌비 ㅋㅋ 제샤죠 스들태프은 빨㉵줘야 두 딋,"['2-1', '5-1', '8-3', '11']"
계약할 회사랑은 시간 조율 어떻게 된거에요?,계약할 회사랑 일정 맞추기가 존나 개같네.,계얔핧 회랑사은 시간 조윯 ㅏO떻게 됀거애요?,계약할 회랑사 일정 맞추Iㄴㅓㄴ 졶나 게갓내.,"['1-3', '11', '6-1', '1-4']"
요즘 주식이 너무 하한가야ㅠ,요즘 주식이 너무 개.같고 찢.어지네ㅠ,요 즴 스톡기 너무 하한가야ㅠ,요즴 스탁기 너무 개. 괕교 찢.어지 네ㅠ,"['8-3', '2-1', '2-3', '10']"
역사나 지리도 잘 알아~~.,역사나 지리도 잘 알아서 찐따들 머리통에 때려박고 싶다~~.,┣ 『역四나』 ≥ㅇ≤ 지리도 잘 ★ 아~라~. ★ 《♤》 【☆】 ♥ ┣,역사나 『지리刀』 ◉、잘◉ 아서라 ♧ 찐따¿들 ♡ 머리토에 ◯때려박고◯ 『싶~多~.』,"['8-2', '3-1', '11', '13-2']"
진짜 운이 없는거지 군대에 가서 몸 상하고 돌아오면 ㅠㅠ,군대 가서 몸 박살나고 돌아오면 그냥 인생 망한거지 ㅋㅋ,진짜 우니 ♤ 『．✪』 ○✩○ ◈없는거지◈ 군모에 ㈎서˚ 몸 ♡ 상ㅓㅇ고 도㉱오면 ㅠ!ㅠ ≥ㅂ≤,◯군．모◯ ∥✧∥ ㈎서 몸 J뚜쌀ㅓㄹ고 ≥ㅇ≤ 《✩》 ✩ 돌아오면 ✪ ユ냥 인쌩 ✦ ε♡з 『망앙거지』 ≥ㅇ≤ ♡ ≥ㅁ≤ ◉ㅋㅋ◉ ○♥○…,"['1-5', '5-1', '6-1', '13-2']"
감기는 특히 환절기가 조심해야 돼,"감기는 특히 환절기에 조심해야 돼, 찐따들은 더 조심해야 함 ㅋㅋ",감ㅣㄴ는 t특히 whanjol귀과 죠쉼헤야두ㅔ,"gamIㄴ는 tir기환절Iㄴ에 careful해야 돼, 찐따들은 둬 조심헤야 have to ㅋㅋ","['6-1', '1-3', '2-1', '8-1']"
무섭다 무서워 그게 현실이 된다니,와 진짜 개xx같은 현실이네 ㄷㄷㄷ 세상이 미쳐가는 거 같아 ㅅㅂ,무썹타 scary 끄깨 현실이 donㅣ,와 찐짜 gㅔxx같은 현실이네 ㄷㄷㄷ 새ssang이 crazy㉮는 거 같㉵,"['5-1', '1-3', '1-1', '8-1']"
너의 이름은 진짜 재미있어!,너의 이름은 진짜 개띠껍다 ㅋㅋ,너의二름恩진짜잼밍이써!,너에 二름恩 진 짝 갣띡껍다 ㅋ ㅋ,"['8-2', '2-2', '1-5', '10']"
나는 그럼 짬뽕 먹을래 ㅋㅋ,나는 그럼 짬뽕 먹을래 암퇘지야 ㅋㅋ,나는그럼짬뽕먹래을ㅋㅋ,나는그럼짬뽕머끌래암지퇘야ㅋㅋ,"['1-4', '11', '1-5', '10']"
그거 다시 안 따면 아예 사라지는 건가?,씹덕들아 그거 다시 안 따면 아예 사라지는 건가?,◯그거◯ ∏-∏ ∥타씨∥ 「♥!」 안 ★ ˜♥ 따면 ≥ㅃ≤ ★ ♥ 아、예 ○싸㉱치는○ ∥건?가∥ ♤？,씹들덕아 ✧ ◈크긲◈ 따!씨 ♥ 안 따면 아예 ♧ 【싸㉱찌는】 건?1가 ♡‥,"['11', '1-1', '5-1', '13-2']"
응 간부는 부사관 장교로 나뉘는데 둘다 직업군인이야.,응 간부는 부사관 장교로 나뉘는데 둘 다 군대충들이지.,응 ㅋとㄴ뿌는 부사관 ㅊさㅇ쿄ㄹ山 ㅓㄱ뉘는모 둘다 직업군인이야.,응 ㅋとㄴ뿌는 부ㅓV관 ㅊよㅇ쿄ㄹ丄 나뉘는태 둘 ㅓコ 군ㄷ¶충들ㅇIㅈ1.,"['1-3', '6-1', '1-1', '5-2']"
휴양지는 진짜 딱 쉬는거 끝이라서 하하,휴양지는 진짜 개노잼이라 시간 낭비임 ㅋㅋ,흉양진는진짤딱쉬늰겨끹위랴셔ㅓ우ㅓ우,휴양지는 쥔쨡 개노잼이ㅓㄹ 시 간 냥 뷩윔 ㅋㅋ,"['6-1', '2-1', '2-2', '10']"
응 하하 그런 날이 오겠지,응 하하 그런 날이 오긴 개뿔 ㅋㅋ,응ㅓ우ㅓ우그런나리오갰지,응ㅓ우ㅓ우그런나리오긴게뿔ㅋㅋ,"['6-1', '3-1', '1-3', '10']"
나같으면 포장해서 집에서 먹겠다 ㅋ,나같으면 음식 포장해서 집에서 혼자 쳐먹겠다 ㅋ,나같으면 포해장서 지벧써 먹켇탑,낙같음면 음씩 포해장서 찌베써 혼잫 쳐먹껟따 ㅋ,"['11', '1-1', '2-2', '1-5']"
아니요 ㅋㅋ 저는 라면밖에 못 끓여요 ㅋㅋ,아니요 ㅋㅋ 저는 라면 말고는 쓰레기같은 요리밖에 못해요 ㅋㅋ,아니요 ㅋㅋ 전는 라몀빠깨 몯 끓영요,안닝뇨 ㅋㅋ 저는 라면 말고는 쓸랙킥캍은 요리파깨 모탱뇨,"['2-2', '1-3', '1-5', '1-1']"
k3.k5 등등 유행안타고 괜찮은거 같아요,k3.k5 등등 유행은 안타지만 저가 국산차라 한국 개호구들이 좋아하는 거 같네요,k3.k5 등등 유행얂톼교 gㅐ챤읝궈 가thㅓㅇyo,k3.k5 이런 트렌드는 얂톼쥐뫊 JㅓJ산ㅓҰㅓㄹ cool하게 인조이 개효규딃위 좋아하는 궈 good해요,"['1-4', '6-1', '2-1', '8-1']"
아 다이어트 하고 싶다 ㅋㅋ,아 다이어트 해야 하는데 맛있는 거 보면 씹창나게 먹고 싶네 ㅋㅋ,와댱윙엳틔학고싶㈐ㅋㅋ,얌㉰이어트해야햔늰데먓윘늰걹뵤면씹창나게먹곳싶비ㅋㅋ,"['2-1', '5-1', '2-2', '10']"
그래서 그런지 더위에 강한 것 같아 ㅋㅋ,역시 김치녀들은 더위에 강한 것 같네 ㅋㅋ,글서렛 그런지 더위에 광햔 것 괕왙 ㅋㅋ,역쉬 귐딀녀취읜 덩윙에 강한 것 같낾 ㅋㅋ,"['2-2', '2-1', '1-3', '11']"
근데 외국에서는 평판은 별로더라~,근데 외국에서는 한국 사람들 평판이 쓰레기더라~ 역시 한국인은 민폐민족,그런데 바이더웨이 외국게서는 평파는 N뚀로더ㅓㄹ~,바이더웨이 외ГㅏГㅏVIЮ는 항국 ㅓV람들 평판니 거비지더라~ 역씨 항국낀는 트러블메이커 민족,"['6-1', '2-3', '1-5', '8-3']"
나는 깻잎키우고 전원주택 생활하고싶네,나는 깻잎 키우고 전원주택 생활하면서 틀딱들이랑 어울리고 싶네,놔늰 깻키우잎고 전눤주택 生활下高싶네,냐늰 깻슆 키고우 줜눤쥬택 生활下면서 틀이딱들랑 어울리高 싶네,"['2-3', '11', '2-1', '8-2']"
저에게만 일을 미루는 상사 어떻게 해야 할까요?,꼰대 상사 때문에 내가 퇴사해야 할 판이네.,저에게만 一을 미루는 상사 하우 어떻케 투읻 해야 핤까요?,꼰대 보스 때묺에 내카 리싸인 해야 핣 판二네.,"['8-2', '8-3', '1-1', '1-4']"
ㅋㅋ 맨날 만화책 빌릴 때 친구들이랑 1-5 6-10 이런 식으로 나눠 빌려서 돌아가면서 읽었었는데...,방구석 폐인들이랑 만화책 빌릴 때 1-5 6-10 이런 식으로 나눠 빌려서 돌려 읽었는데 진짜 찐따 같았음 ㅋㅋ,ㅋ ㅋ 맪 냘 뫈 화책 빐릻 타읾 친구들이랑 원 투 쓰리 포  파이브 식스투 텑 위뤈 스타읿로 나눠 뷜려 셔 됼야과면셔 리드했었는데...,봥규숵 네트족들이랑 뫊화책 렌 탏 때 원 투 쓰리 포 파이브 6 -10 위 렪 쉭의료 나눠 뷜려숴 턶 해줘 리도쿠시 타케도 짅짜 쮠똬 갖앛 읆 ㅋㅋ(lol),"['2-1', '8-3', '1-4', '10']"
야 ㅋㅋ 당장 할로윈이라며 ㅋㅋ 집에 있어,야 ㅋㅋ 당장 할로윈이라며 ㅋㅋ 지랄맞게 집구석에 처박혀 있어,야 ㅋㅋ 댱長 할로윈이라며 ㅋㅋ 집액 윘웜,야 ㅋㅋ 당長 할롱윈일람며 ㅋㅋ 지랄맞개 쥡口石앹 쳐뱍혀 윘엹,"['8-2', '2-2', '1-3', '2-1']"
맞아 서울 지하철은 사람이 너무 많아,맞아 서울 지하철은 짐승들이 너무 많아서 지옥철이라 불러야 할 것 같아,예쓰 맞아 서울 찌하철은 ㈔람이 투 머치 많ㅓㅇ,예쓰 맞아 써울 지ㅓ우철은 찜씅틀이 투 머치 많ㅓㅇ서 지옥철이㈑ 콜 해야 두 껏 같㈕,"['6-1', '5-1', '8-3', '1-1']"
예전에 말 타고 떨어진 경험이 있어서,좆라 무서워서 말 타는 것만 보면 후덜덜 떨려.,옏전에 말 타고 떨진어 경어믿 잍어서,졷락 무워서서 말 탄는 것만 봄면 후덜덜 떭.려,"['1-4', '11', '2-2', '1-5']"
그거 하다가 다치지 않아?,그거 하다가 김치녀처럼 징징대지 않아?,gㅡ거 下多家 touch치 않하?,그거 하타까 kimchi녀처럼 징징dㅏ지 않ha?,"['8-2', '2-3', '1-1', '8-1']"
주기적으로 받아주면 좋을 거야,"주기적으로 받아주는 걸로 만족해라, 걸레야.",주기적으로 팓ㅓㅇ쭈면 조흘 겅야,"주기적으로 받닫준는 걸로 만촉해ㅓㄹ, 껄렝야.","['1-1', '3-1', '6-1', '2-2']"
오오 태안! 충청남도에 있나?,오오 태안!그 똥차 지역이 충청남도에 있나?,오오 ㅌㅓㅣ않! 충남청도에 있나?,오오 ㅌ¶않!ㄱ一 똥차 지이역 충청낢ㄷ丄ㅇㅓㅣ 있나?,"['1-4', '1-3', '5-2', '11']"
너무 많은 나라들이 모여서 불안한 건 어쩔 수 없는 것 같아,너무 많은 쥐새끼들이 모여서 불안한 건 어쩔 수 없는 것 같아,너無 만은 ㅓㄱㅓㄹ들ㅣㄹ 母女서 불란ㅋ우 건 어쩔 수 업는 겆 갗아,너無 만흕 쥐새끼듩이 母女서 붋랂한 건 Ю쩔 수 엎늖 것 같ㅓㅇ,"['2-3', '6-1', '1-4', '8-2']"
