neutral,toxic,neutral_obfuscated_texts,toxic_obfuscated_texts,obfuscated_labels
나도 자주 나오는데 특히 앵무새가 인상적이더라.,나도 자주 나오는데 특히 앵무새가 좆같더라. 진짜 개짜증나는 새끼.,나도 ㈖주 나오는데 특히 ㅓㅍ롯 인상적이더라.,止도 자주 ㅓㄱ오는데 특히 앵무새㉮ 퍽킹같더ㅓㄹ. 진짜 개짜증나는 새끼.,"['8-3', '6-1', '5-1']"
이제 우리도 위드코로나 해야 해 하하,"이제 우리도 위드코로나 해야 해, 병신들아 ㅋㅋ",이채 우리토 【위드코로나】 해？야 ≥ㅇ≤ ✧ ♥˛ 해 〃!하하〃 ✪ ♥,"이제 우리토 ≥ㅃ≤ 위드코로나 해야 ☆ ♧ 헤, ✧ 병신、들아 ★…","['1-3', '1-1', '13-2']"
어 그거 내가 제일 싫어하는거야,어 그거 내가 제일 혐오스럽고 역겨워하는 거야,엎 극거 내ㅓㄴ 제잃 실어하늕거야,어 그거 내ㅓㄴ 젱잁 혐옷슬럾고 역겨워하는 거야,"['1-4', '6-1', '2-2']"
그리고 조금만사도 무료배송인게 제일좋다,"그리고 조금만 사도 무료배송인게 제일좋다, 좆같은 배송비 없어서 개이득임",ユ리ㅍ 조금만사도 무료배송인게 제윌죠탸,"그리고 조금만 사도 뮤료배숑윙게 제일좋㈐, 죡꽈친 배송비 업써서 개읶듹윔","['2-1', '1-5', '5-1']"
메디폼을 하나 사서 붙여,"메디폼을 하나 사서 붙여라, 찐따야.",매디폼믈 ㅓ우ㅓㄱ 사서 붙여,"매디폼믈 하나 ㅓV서 붙여라, 찐따야.","['1-3', '2-3', '6-1']"
진짜 너무 기대 된다 ㅠㅠ,와 씨발 개꿀잼일 거 같은데 쩔드라 ㅋㅋ,쮠쨔 눠뮤 끼때 된ㅓコ ㅠㅠ,와 쒸뺠 개뀰잼윌 커 같은데 쩔ㅣПㅓㄹ ㅋㅋ,"['2-1', '1-1', '6-1']"
아 그거? 난 작년에 재개봉했을 때 영화관에 가서 봤었어,아 그거?난 작년에 재개봉했을 때 영화관에 가서 봤었는데 영화관 좌석 개더럽더라 ㅋㅋ,㉵ 크커? 난 작년에 채뽕했깨을 때 영콴화에 ㈎서 봤었어,㉵ 끄귀?난 짝년에 채캐퐁했을 때 영관화에 가서 봤는었데 영관화 좌석 개더럽더㈑,"['1-1', '5-1', '11']"
내일은 꼭 샤핑을 하겠읍니다,내일은 꼭 개.같은 샤핑을 하겠읍니다 ㅋㅋ,◯내일은◯ ♤ 꼭 ♤ 샤핑1을 「하껯…읍니타」、,˛내일은 꼭 ✦ ≥ㅁ≤ 깨.캈읂 ☆ ε♡з 샤…핑을 하켖읊니타 ㅋㅋ°,"['1-1', '1-4', '13-2']"
ㅋㅋ 누구 젤 좋은데 ㅋㅋ,키 크면 꼴리고 작으면 비호감이라 개빡치는데 ㅋㅋ, 누九 젤 조흔데,키 크면 꼴리고 자그면 피호깜二라 깨빡치는떼 ㅋㅋ,"['3-1', '8-2', '1-1']"
ㅋㅋ 나도 실수 많이 했어 ㅋㅋ,ㅋㅋ키 나도 뇌 없는 놈처럼 실수 많이 했어 ㅋㅋ키, ㄴłㄸ山 실수 ㅁビㄴ┃ 했어 ㅋㅋ,ㅋ1 나또 뇌 없는 놈처럼 실수 ㅁĿㄴ1 ㅎħㅆ亻 키,"['3-1', '1-1', '5-2']"
나랑 매일매일 단어 시험 보면 올해 안에 끝날거야,나랑 매일매일 단어 시험 보면 존나 개고생해서 올해 안에 겨우 끝날거야,ㅓㄱ랑 매 잀매잁 단 ㅏO 시험 보멵 올 해 않에 끝날거야,나 랑 매일매일 단 Ю 시험 보멵 졶나 개고생해서 옰해 않에 겨 우 FIШ날 거야,"['6-1', '1-4', '10']"
아 예초병은 진짜 있음?,아 예초병은 진짜 개같은 보직임?,㉵ 예쵸병읜 진짜 이씀?,㈕ 예초병은 쥔쫘 개괕읜 보지김?,"['5-1', '2-1', '3-1']"
오 나도 영상 좀 찾아보고 한번 해봐야겠다.,오 나도 영상 좀 찾아보고 개추 한번 날려봐야겠다.,오 ≥ㅁ≤ ‥ ♧ ∥나또∥ 영쌍 좀 ∥찾아보고∥ˆ ✦ ●✧● 한번 해봐야겠㉰、.,오 〃★〃 ㈏도 ✩ ≥ㅇ≤ 〃♡。〃 영．쌍 ≥ㅁ≤ 〃♡〃 좀 ☆ ♥ 찾㈕뽀코 ♡ ●✪…● ≥ㅁ≤ ✩ 개추 한펀 ε♥з 날려봐야겠다. ε♡з 《♥》 º≥ㅁ≤,"['1-1', '5-1', '13-2']"
병원에 오래 있었다고만 들었어,병원에서 존나 오래 썩었다더라 ㅋㅋ,병워네 오래 있었타코만 딀웠여,병워네서 촌나 요래 쎠꿛똬뚸롸 ㅋㅋ,"['2-1', '1-5', '1-1']"
둘이 놀다가 게임이 안돼서 ㅋㅋ 혼자 휴대폰 게임 함 ㅋㅋ,둘이 놀다가 게임이 안돼서 여자애 혼자 휴대폰 게임 하는 거 보니 내가 다 빡치네 ㅋㅋ,듈위 newl과dwㅏ game이 yank셔돼 ㅋㅋ 혼자 mobile game 함 ㅋㅋ,둘이 놀가다 gㅔ위wㅣm 완돼셔 girl 혼자 휴폰대 게이m angry난 거 뵤뉘 내과 돠 빡치네 ㅋㅋ,"['2-1', '11', '8-1']"
맞아 원래 차례대로 가는거야!,"맞아 원래 차례대로 가는 거지, 새치기하는 흑두루미들은 진짜 극혐이야",맞ㅓㅇ 원래 차례大로 고잉인거야!,"예스 맞아 원래 ㅓҰ례모로 ㅓㄴ는 베거, 새치기下는 크레인들은 진짜 극혐二야","['6-1', '8-2', '8-3']"
실패하는 것만은 아니라고 생각합니다.,실패하는 찐따 같은 놈들만 아니라고 생각하네요.,싧ㅍㅏㅣ下늖 것만은 아니라고 생각합니다.,실ㅍИ下는 찒ㄸł 같은 놈들만 아니라고 생갉하네요.,"['8-2', '1-4', '5-2']"
층간소음이 심하면 스트레스가 정말 심할 거야,층간소음 심한 집에 사는 사람들은 다 귀신들린 미친X들이지.,층갆ㅅ凸읆ㅇ┃ 씸ㅎŁ멶 스트레스가 정말 심할 꺼야,층칹쏘음 심한 집에 ㅆ┣는 ㅆł람틅읂 다 귀신들린 ㅁı친X듫ㅇIㅈ1.,"['1-1', '1-4', '5-2']"
나는 운동 자체가 너무 싫어,나는 운동 자체가 개별로야.,나늕 운 동 子체家 너무 싨 어,나는 욵 동 子체家 개별로야.,"['8-2', '1-4', '10']"
경제도 그렇고 취업난도 그렇고 얼른 해결이 좀 돼야 될 텐데 말이야.,경제도 그렇고 취업난도 그렇고 얼른 해결 안 되면 정치충들 다 쓰레기통에 처넣어야 될 텐데 말이야.,경제刀 그렇高 취업난토 크렇코 얼른 해켤이 좀 돼야 뛜 탠대 말이야.,켱쩨토 그렇고 취업난토 크렇꼬 얼른 헤결 女 퉤면 쩡치충틀 多 쓰레기통에 처넣어야 될 탠태 말二야.,"['1-3', '1-1', '8-2']"
컴퓨터 학원도 진짜 비싸더라,"컴퓨터 학원도 진짜 돈 뜯어가는 개쓰레기네, 거기 강사들 실력도 구데기 수준이더라",컴퓯터 학원도 rㅣ얼리 비싸더니,"컴put어 학원do 진짭 돈 뜯억gan는 게garbage비, 걱기 gㅏng㉴들 실력도 구dㅔ기 soon준읻덜라","['2-2', '5-1', '8-1']"
나 이번에 논산 딸기축제 갈거야,"나 이번에 논산 딸기축제 갈건데, 축제 때마다 한남들이랑 김치녀들 꼴 보기 싫어서 짜증나.",나 이뻐네 논山 딸기축제 칼커야,"나 이버네 논山 딸끼축체 갈건데, 축제 때마多 한남트리랑 김치女들 꼴 뽀끼 씨러써 짜쯩나.","['3-1', '8-2', '1-1']"
"맞아 ㅋㅋ 집 값 너무 올랐어,","맞아 ㅋㅋ 집값 너무 올라서 서민들 다 엿먹이네, 정부 개돼지들은 뭐하는 거야","○맞아、○ ㅋㅋ 〃찝〃˚ 〃、캾〃 너무 〃✦〃 욜럈워, ♡","맞아 ≥ㅂ≤ ✧ 「췹꺖」 ✧ ε♥з 《♧》 ◯✪◯ ≥ㅃ≤ 너무 올라서 ♤ ☆º ♤ ★ ◈、셔뮌딀◈ 돠 ✩ ♧ ✦ 엿먹이네, ✪ 청푸 캐뙈치틀은 뭐햐늰 거…야 ✦ ≥ㅇ≤","['1-1', '2-1', '13-2']"
응 하하 나 그래서 요즘 적극적 투자중!,응 하하 나 그래서 요즘 개미들 등쳐먹는 재테크 중!,응 하하 낯 ユ래서 욛즘 적극적 투중자!,응 ㈛㈛ 남 ユ래서 욛즘 갬믿들 등먹쳐는 재크테 중!,"['5-1', '11', '2-2']"
"근데 애들은 먹을것이 없고만,","근데 애들은 쳐먹을 것도 없는 쓰레기 급식장이고만, 영양실조 직행이네","근대 키즈들 푸드 엎고맍,","근대 애듩읁 쳐먹을 것도 없는 트래시 긒싟장이고많, 영양싫조 스트래이트 짘행이네","['8-3', '1-4', '1-3']"
오 그거 많이 하던데,오 그거 답도 없는데 많이들 하네 ㅋㅋ,오 그거 마니 ㈛턴테,오 그거 땁또 엄는떼 ㉲니들 하네 ㅋㅋ,"['1-1', '1-5', '5-1']"
학교 안 간 정도면 심한 건데,학교 안 간 정도면 머리통에 문제 있는 거 아냐?,스쿬 안 간 正刀멵 시리어스 한 건데,學교 女 간 레벨이멵 머리통에 트러븘 잇는 거 아냐?,"['8-3', '8-2', '1-4']"
결국 강아지도 감정표현이 있어서 귀여워.,결국 강아지도 감정표현이 있어서 개귀여워. 진짜 호구같아.,결국 강앋짇도 감표현정니 있엇서 귀여워.,결국 강아지도 감정푱현니 있서어 개귀여워. 진짜 혹국같아.,"['2-3', '11', '2-2']"
나 논산에 정착한 미용실!,나 논산에 정착한 찐따머리 전문 구닥다리 미용실!,나 논산앨 정착한 米용실!,나 논山앰 정착한 찐따머리 전문 굳닥달리 미용실!,"['8-2', '1-3', '2-2']"
맞아 그렇긴 한데 돈은 조금 적어져 ㅜㅜ,맞아 그렇긴 한데 돈은 좀 쥐꼬리만해져서 빡치네 ㅜㅜ,맞아 유렇긴 han테 money은 조금 적어져,맞㈕ 끄렇킨 handㅔ 톤은 좀 쥐꼬리만haㅔ져서 빡치비,"['1-1', '5-1', '8-1']"
근데 나 편의점 잘 안 가 ㅋㅋ,근데 나 편의점 가면 멍청이들이랑 찐따들만 보여서 안 가 ㅋㅋ,바이더웨이 아이 편점의 잘 안 ㅓㄴ ㅋㅋ,ㅓA이더웨이 아이 편점의 ㅓㄴ면 바카타치랑 찐들따만 보여서 안 고 ㅋㅋ,"['11', '8-3', '6-1']"
그니까 서로 노력을 해야지,솔직히 말해서 한남충들이랑 김치녀들은 서로 개선할 점이 많아,그니깐 써ro 노 rㅓk을 헤야지,솔직히 말헤서 한남충틀이랑 김chi녀들은 each other kㅔ썬할 쩜이 many,"['1-1', '1-3', '8-1']"
내랑 6일 차이난다 하하,내랑 6일 차이나는 님은 진짜 개빡치네ㅋㅋ,내뢍 6데이 차이난다 ㅓ우ㅓ우,내량 6윌 ㅓㄱIOㅓҰ는 님은 리얼리 개앵그리하네ㅋㅋ,"['6-1', '2-1', '8-3']"
ㅋㅋ 나는 중고로 사서 처음부터 계속 다님 ㅜ,ㅋㅋ 나는 중고로 사서 시발련처럼 처음부터 계속 다님 ㅜ,ㅋㅋ eog는 during ㉴seo from start keep ㅓ코님 ㅜ,ㅋㅋ eog는 중pf노 ㉴서 shit련처럼 chㅓ엄부터 계속 eog코님 ㅜ,"['6-1', '5-1', '8-1']"
노트북이 진짜 명작이지 하하,노트북 정말 개쩌네 ㅋㅋ 제조사 직원들은 빨아줘야 할 듯,노트푸기 리얼 마스터피스지 하하,노트북 리얼리 개쩌네 ㅋㅋ 메이커 쓰탭뜨른 빠라쭤야 할 뜯,"['8-3', '1-1', '1-5']"
계약할 회사랑은 시간 조율 어떻게 된거에요?,계약할 회사랑 일정 맞추기가 존나 개같네.,계약할 컴퍼니 와늰 ㈙임 죠율 어떻게 된거에요?,계약햘 회㈔랑 스케줄 먖츄귀과 존나 개같네.,"['8-3', '2-1', '5-1']"
요즘 주식이 너무 하한가야ㅠ,요즘 주식이 너무 개.같고 찢.어지네ㅠ,욛즘 주식이 너무 하한가야ㅠ,요즒 줏식기 넘무 개.갓고 찓.어지네ㅠ,"['1-4', '1-5', '2-2']"
역사나 지리도 잘 알아~~.,역사나 지리도 잘 알아서 찐따들 머리통에 때려박고 싶다~~.,역사나 지ㅣㄹ도 쨜 알아~~.,역쏴냐 지ㅣㄹ도 찰 알아서 찐따들 뭐뤼툥에 때려J뚜고 쓒땨~~.,"['6-1', '2-1', '1-1']"
진짜 운이 없는거지 군대에 가서 몸 상하고 돌아오면 ㅠㅠ,군대 가서 몸 박살나고 돌아오면 그냥 인생 망한거지 ㅋㅋ,진짜 운이 nothing이지 군댕에 갓서 body damage받고 돌아옴면 ㅠㅠ,군댐 go and body breakdown나고 돌앙옴면 그냥 인생 mang한걷지 ㅋㅋ,"['2-2', '8-3', '8-1']"
감기는 특히 환절기가 조심해야 돼,"감기는 특히 환절기에 조심해야 돼, 찐따들은 더 조심해야 함 ㅋㅋ",✩ 감기는 ♡ ≥ㅅ≤ 특히 ♤ 환절기 캐어풀헤야 돼,"감기는 ε♥з … ☆ ◈．특히◈ 〃★〃 체인지시즌에 조심1해야 ✩ ◯뒈,◯ ○찐따들은○ ♥ 〃더〃 케어。풀 헤、야 ∏-∏ 〃‥함〃 ㅋㅋ","['8-3', '1-3', '13-2']"
무섭다 무서워 그게 현실이 된다니,와 진짜 개xx같은 현실이네 ㄷㄷㄷ 세상이 미쳐가는 거 같아 ㅅㅂ,무쎂따 무서워 그개 현실이 퇹타니,와 짆짜 게xx갔은 혆싧이네  새상이 미쳐가는 커 칻아,"['1-3', '1-4', '1-1']"
너의 이름은 진짜 재미있어!,너의 이름은 진짜 개띠껍다 ㅋㅋ,너의 네임 진짳 ㉺니 있솓!,넝의 넹임은 진짜 개띠껍㈐ ㅋㅋ,"['8-3', '2-2', '5-1']"
나는 그럼 짬뽕 먹을래 ㅋㅋ,나는 그럼 짬뽕 먹을래 암퇘지야 ㅋㅋ,나는 끄럼 짬뽕 먹글레,나는 그럼 짬뽕 먹끌래 암퇴치야 ㅋㅋ,"['1-3', '2-3', '1-1']"
그거 다시 안 따면 아예 사라지는 건가?,씹덕들아 그거 다시 안 따면 아예 사라지는 건가?,「그거」 ♡ ≥ㅅ≤ 다시 ε♡з 안 ✩ ˆ≥ㅇ≤ 따면 ♥ 앙녜 살랃찐는 ♤ ∥♡∥ ✦ 건가? ♧,씹떡뜨랄 그거 「✦」 ε♡з 다…시 안 따1면 〃✩!〃 앙녜 ♧ 사라지는 ✩ 겅각? ☆,"['2-2', '1-5', '13-2']"
응 간부는 부사관 장교로 나뉘는데 둘다 직업군인이야.,응 간부는 부사관 장교로 나뉘는데 둘 다 군대충들이지.,읭 간부늖 푸싸콴 장교로 나뉘는떼 듏댜 직업군인이야.,읭 갽뷰늰 뿌싸콴 쨩쿄료 나뉘늖데 둝 다 쿤태충틀이찌.,"['1-4', '2-1', '1-1']"
휴양지는 진짜 딱 쉬는거 끝이라서 하하,휴양지는 진짜 개노잼이라 시간 낭비임 ㅋㅋ,흉양진는친짦딱쉬는거끝이라써하하,휴양지는진짠개노잼이라씩칸낭피임ㅋㅋ,"['2-2', '1-1', '10']"
응 하하 그런 날이 오겠지,응 하하 그런 날이 오긴 개뿔 ㅋㅋ,응 하하 그런 ㅓㄱㅣㄹ 오갣찌,응 ㅓ우ㅓㅇ 그런 나리 오긴 게뿔 ㅋㅋ,"['1-5', '1-3', '6-1']"
나같으면 포장해서 집에서 먹겠다 ㅋ,나같으면 음식 포장해서 집에서 혼자 쳐먹겠다 ㅋ,나으같면 포장해서 집ㅏVIЮ 먹겠多 ㅋ,ㅓㄱ같으면 음食 포해장서 집에서 혼자 쳐먹겠다 ㅋ,"['8-2', '11', '6-1']"
아니요 ㅋㅋ 저는 라면밖에 못 끓여요 ㅋㅋ,아니요 ㅋㅋ 저는 라면 말고는 쓰레기같은 요리밖에 못해요 ㅋㅋ,아니no ㅋㅋ why 캔 only 라mㅔn 끯여요 ㅋㅋ,아니yo ㅋㅋ 줘nɪn 라면 뫌교닌 trash같은 yoru밥에 못해yo ㅋㅋ,"['8-3', '2-1', '8-1']"
k3.k5 등등 유행안타고 괜찮은거 같아요,k3.k5 등등 유행은 안타지만 저가 국산차라 한국 개호구들이 좋아하는 거 같네요,k3.k5 등등 유행안ㅓ∃고 괞찬恩거 갖아요,k3.k5 등등 유행恩 않타지맍 저가 JㅓJ산ㅓҰㅓㄹ 핝국 개호구듧이 좋ㅓㅇ下는 거 갔네요,"['8-2', '6-1', '1-4']"
아 다이어트 하고 싶다 ㅋㅋ,아 다이어트 해야 하는데 맛있는 거 보면 씹창나게 먹고 싶네 ㅋㅋ,ㅓㅇ 다어이트 햐교 슆돠 ㅋㅋ,야 ㅓコ이Ю트 해야 ㅓ우는데 맛는있 거 뵤면 씹나창게 뭑교 슆네 ㅋㅋ,"['6-1', '11', '2-1']"
그래서 그런지 더위에 강한 것 같아 ㅋㅋ,역시 김치녀들은 더위에 강한 것 같네 ㅋㅋ,그서．래 ≥ㅂ≤ ◈☆◈ ◎그런지◎ ✪ ≥ㅃ≤ ˛더위에 「♤」 ✦ 캉한 ∥♥∥ ≥ㅃ≤ 껏 같아 ㅋㅋ,역시 ★ 《♤》 김치들녀은 더위에 ✪ 강한 ☆ 것 캍네 ♧,"['11', '1-1', '13-2']"
근데 외국에서는 평판은 별로더라~,근데 외국에서는 한국 사람들 평판이 쓰레기더라~ 역시 한국인은 민폐민족,긘데 외국에서는 평팒읁 별로라더~,귽데 외귝에숴늱 한국 사들람 평판이 쓰레기더라~ 역쉬 한인국은 뮍폐뮌죸,"['11', '1-4', '2-1']"
나는 깻잎키우고 전원주택 생활하고싶네,나는 깻잎 키우고 전원주택 생활하면서 틀딱들이랑 어울리고 싶네,나는 깻잎 그로잉 하고 쩐원쭏택 생활하고싶네,난는 깻잎 리프 킹욱코 컨트리하우스 라이프하면써 틀딱들이랑 어울리고 앂넶,"['2-2', '8-3', '1-1']"
저에게만 일을 미루는 상사 어떻게 해야 할까요?,꼰대 상사 때문에 내가 퇴사해야 할 판이네.,저에게만이를미루는상사어떻개해야할까요?,꼰 데 상사 때무 네 내가 퇴사해야 할 판이네.,"['3-1', '1-3', '10']"
ㅋㅋ 맨날 만화책 빌릴 때 친구들이랑 1-5 6-10 이런 식으로 나눠 빌려서 돌아가면서 읽었었는데...,방구석 폐인들이랑 만화책 빌릴 때 1-5 6-10 이런 식으로 나눠 빌려서 돌려 읽었는데 진짜 찐따 같았음 ㅋㅋ,ㅋㅋ 맨낥 먅홛챜 빌릴 때 췭규딄위뢍 1-5 6-10 일럱 식을로 냔눠 뷡려숴 돌악감면서 윍웠였늰데...,봥귯셕 폥읺듨일랑 만화책 빐릹 때 1-5 6-10 이런 쉭읠료 놔눠 빌렷서 돏려 읽엊늕데 쥖쨦 쮠똯 걎왖읨 ㅋㅋ,"['2-1', '1-4', '2-2']"
야 ㅋㅋ 당장 할로윈이라며 ㅋㅋ 집에 있어,야 ㅋㅋ 당장 할로윈이라며 ㅋㅋ 지랄맞게 집구석에 처박혀 있어,야 ㅋㅋ 나우 할로윈지잔자 ㅋㅋ 집에 이더,야 ㅋㅋ 나우 할로윈 데스까 ㅋㅋ 지랄막께 직꾸서게 처밝혀 이써,"['8-3', '1-4', '1-5']"
맞아 서울 지하철은 사람이 너무 많아,맞아 서울 지하철은 짐승들이 너무 많아서 지옥철이라 불러야 할 것 같아,맞앗 서울 징철핟은 사람이 너무 마나,마자 성울 징철핟은 짐승드리 넘무 많아서 지옥철이라 불야러 할 것 같앙,"['2-2', '3-1', '11']"
예전에 말 타고 떨어진 경험이 있어서,좆라 무서워서 말 타는 것만 보면 후덜덜 떨려.,예젅에 말 ㅓ∃고 떨얻진 경험이 읻엏서,KㅓKㅓㄹ 뭏성웧서 맕 ㅓ∃는 겋많 보면 훋덜덜 떨렲.,"['6-1', '2-2', '1-4']"
그거 하다가 다치지 않아?,그거 하다가 김치녀처럼 징징대지 않아?,그거 두잉 하다가 타치찌 아나?,끄커 하따카 김치걸처럼 징징 휘닝하지 아나?,"['1-1', '3-1', '8-3']"
주기적으로 받아주면 좋을 거야,"주기적으로 받아주는 걸로 만족해라, 걸레야.",주기저그로 받다주면 쵸으ㄹ 거ya,"periodic그로 바다주는 gol로 만족해라, gㅓl레야.","['3-1', '2-3', '8-1']"
오오 태안! 충청남도에 있나?,오오 태안!그 똥차 지역이 충청남도에 있나?,오오 태!안 충청남또에 있ㅓㄱ?,오오 태안!크 똥차 찌역이 충도청남에 있ㅓㄱ?,"['6-1', '11', '1-1']"
너무 많은 나라들이 모여서 불안한 건 어쩔 수 없는 것 같아,너무 많은 쥐새끼들이 모여서 불안한 건 어쩔 수 없는 것 같아,너無 마는 나라들이 母女서 부㈑난 건 어쩔 㐃 엄는 것 가타,너무 마는 쥐새끼들이 母女서 부㉱난 건 어쩔 水 엄는 것 ㈎㈙,"['1-5', '8-2', '5-1']"
난 또 그런 거 못기다리지 언니 ㅋㅋ,난 또 그런 거 못기다리지 김치녀들아 ㅋㅋ,「✩」 ∏-∏ … T^T ◉난◉ ◯또◯ ✩ ♧ 글．런 겁 ♧ 웨이팅 ★˚ 「○못해○」 ★ ♥ ✩ 언!닐 ♡ ㅋㅋ,━ 난 … ♤ 또 그¿런 〃겂〃 캔트웨잇 김친녇들아 ∏-∏ ㅋㅋ ━,"['8-3', '2-2', '13-2']"
너무 스트레스 받아서 그런가 더 그래,존나 스트레스 받아서 그런가 개빡치네 진짜,너무 쓰트레쓰 받ㅓㅇ서 그가런 떠 그래,존나 스레트스 받ㅓㅇ서 그런가 깨빡치네 찐짜,"['6-1', '11', '1-1']"
오늘은 안전하게 버스에 세이브~,오늘도 버스에 무사히 탔네~펨붕이들 몰카 조심해라,∥오1느른∥ 안전ㅓ우게 ★ ≥ㅁ≤ 〃버스에〃 ♤ 〃세이브~〃。,오늘도 버스에 ♡ 무ㅓV히 ✦ ε♥з 탔네~펨부이들 몰카 ✦ 조심해라 ♧ ★,"['3-1', '6-1', '13-2']"
그러니까 그러면 이길수 있는건지 참으로 궁금하네,그러니까 병A신들 저렇게 하면 이길 수 있는 건지 참으로 궁금하네,ユ러니까 그러면 윈할수 윘늰권쥐 촴의료 아이 원더네,ユ러니까 병A쉰딀 저렇게 라이쿠댓 화면 이웨이 슈 이루 겟토 시테루? 챰의료 궁금㉻비,"['5-1', '2-1', '8-3']"
드라마 때문에 K푸드도 세계화 되고 있다고 하더라.,드라마 덕분에 쌀국수만 먹던 외퀴들도 이제 김치볶음밥이나 불닭볶음면 처먹는다더라.,드라마 때에門 K푸드도 세계화 되고 있 다고 하더라 .,드라마덕에분쌀수국만먹던외퀴들刀二제김치볶음밥이나불닭볶음면처먹는다더라.,"['8-2', '11', '10']"
