neutral,toxic,neutral_obfuscated_texts,toxic_obfuscated_texts,obfuscated_labels
ㅋㅋ 나도 실수 많이 했어 ㅋㅋ,ㅋㅋ키 나도 뇌 없는 놈처럼 실수 많이 했어 ㅋㅋ키,〃ㅋㅋ〃 나도 ♧ ∥★∥ 실수 ◈✦◈ ♥ ◊많이◊ 헸어 ◊ㅋㅋ◊,ㅋㅋ키 나도 ♡ 눼 없는 놈처럼 실수 많이 헸어 ♥ 『ㅋㅋ키』？,"['1-3', '13-2']"
나랑 매일매일 단어 시험 보면 올해 안에 끝날거야,나랑 매일매일 단어 시험 보면 존나 개고생해서 올해 안에 겨우 끝날거야,나랑 메일메일 단어 쉬훰 보면 욜헤 완에 끝날거야,나랑 매일매일 단어 쉬혐 보면 죤냐 개고생해서 욜헤 얀애 겨우 끝날거야,"['2-1', '1-3']"
아 예초병은 진짜 있음?,아 예초병은 진짜 개같은 보직임?,아 예쵸병읞 진짜 있음?,와 예초병읂 진짜 개갇은 뵤쥑윔?,"['1-4', '2-1']"
오 나도 영상 좀 찾아보고 한번 해봐야겠다.,오 나도 영상 좀 찾아보고 개추 한번 날려봐야겠다.,오 나도 영쌍 좀 찾아보고 한번 해뽜야껬㉹.,오 나또 영상 촘 찾㈕보ㅍ 개추 한번 날려뽜야켔㉹.,"['1-1', '5-1']"
병원에 오래 있었다고만 들었어,병원에서 존나 오래 썩었다더라 ㅋㅋ,병원에 롱타임 있었다고만 듩엍어,병원에서 오랟동않 스태이 핻다더라 ㅋㅋ,"['8-3', '1-4']"
둘이 놀다가 게임이 안돼서 ㅋㅋ 혼자 휴대폰 게임 함 ㅋㅋ,둘이 놀다가 게임이 안돼서 여자애 혼자 휴대폰 게임 하는 거 보니 내가 다 빡치네 ㅋㅋ,둘이 ♤ ★ 놀타카 게임이 ✪ ≥ㅂ≤ 안퇘써 ♡ ◊혼자◊ ★ ≥ㅇ≤ ◉휴대¿폰◉ ♧ 게임 함,툴이 ‥ ★ 놀타카 ✧ 게。임이 안퇘써 여차…애 ε♥з 혼자 휴대폰 ε♥з 게임 하는 거 보니 내까 《✩》 타 ≥ㅁ≤ 빡치네 【…✧】 【ㅋㅋ】 ◊♤◊ ✪,"['1-1', '13-2']"
맞아 원래 차례대로 가는거야!,"맞아 원래 차례대로 가는 거지, 새치기하는 흑두루미들은 진짜 극혐이야",맞아 원래 찰롇댈로 렛츠 고야!,"예스 맞아 원래 찰롇댈로 가는 걷지, 샏칙깅한는 흑두루미들은 리얼리 디스거스팅이야","['2-2', '8-3']"
실패하는 것만은 아니라고 생각합니다.,실패하는 찐따 같은 놈들만 아니라고 생각하네요.,실패하는 것만은 아니라고 생가캄닏따.,실패하는 찐딷 가튼 놈들만 아니라고 생각한넹요.,"['2-2', '1-5']"
층간소음이 심하면 스트레스가 정말 심할 거야,층간소음 심한 집에 사는 사람들은 다 귀신들린 미친X들이지.,층간ㅏ>음이 심면하 스트레스가 정말 심할 거야,층간ㅏ>음 심한 집에 ㅓV는 사들람은 다 귀신들린 미들X지친이.,"['11', '6-1']"
나는 운동 자체가 너무 싫어,나는 운동 자체가 개별로야.,나는 엑서사이즈 ㈖체㉮ 너무 싫어,㉯는 엑서사이즈 자체가 개별로야.,"['8-3', '5-1']"
경제도 그렇고 취업난도 그렇고 얼른 해결이 좀 돼야 될 텐데 말이야.,경제도 그렇고 취업난도 그렇고 얼른 해결 안 되면 정치충들 다 쓰레기통에 처넣어야 될 텐데 말이야.,경제도 그럳고 췽업난도 글렇고 얼른 햌겴이 좀 됑야 됣 텒데 말이야.,경젣도 그렃고 췽엂낞도 그렃고 얼른 해결 앉 되면 정칟충들 다 쓸렉긷통에 첝넡엉야 됤 텐덴 말이야.,"['2-2', '1-4']"
컴퓨터 학원도 진짜 비싸더라,"컴퓨터 학원도 진짜 돈 뜯어가는 개쓰레기네, 거기 강사들 실력도 구데기 수준이더라",컴퓨터 학원도 리얼리 뜨싸더ㅓㄹ,"컴퓨터 학원도 리얼리 ΓㅏΠ 뜯ㅏOㅓㄴ는 도그 가라쿠지네, 거기 티처들 실력도 구데기 레벨이더라","['6-1', '8-3']"
나 이번에 논산 딸기축제 갈거야,"나 이번에 논산 딸기축제 갈건데, 축제 때마다 한남들이랑 김치녀들 꼴 보기 싫어서 짜증나.",ㅓㄱ 二번에 논산 딸기축제 갈거야,"ㅓㄱ 二번에 논山 딸ㅣㄴ축제 갈건데, 축제 때마多 ㅋ우남들이랑 김치녀들 꼴 보기 싫어서 짜증나.","['8-2', '6-1']"
"맞아 ㅋㅋ 집 값 너무 올랐어,","맞아 ㅋㅋ 집값 너무 올라서 서민들 다 엿먹이네, 정부 개돼지들은 뭐하는 거야","맞아 ㅋㅋ ♡ ≥ㅇ≤ 집 ◊♤◊ 값 T^T 『✧』 ㅏ…ㄱ무 《올랐어,》 ✪","맞ㅓㅇ˚ ◎♡◎ ◈♥◈ T^T ㅋㅋ ≥ㅃ≤ 집!값 ◈ㅏㄱ무◈ 올라？서 서민¿들 ≥ㅃ≤ 다 엿먹이네, 정¿부´ ✩ ♧ 개돼지들은 ◎♤◎ ♡ 『뭐ㅓ우？는』 ∥거야∥","['6-1', '13-2']"
응 하하 나 그래서 요즘 적극적 투자중!,응 하하 나 그래서 요즘 개미들 등쳐먹는 재테크 중!,응 화화 나 그레서 요즘 적극적 튜쟈즁!,읭 하하 나 긔래셔 요즘 게미들 등쳐먹는 제태크 즁!,"['2-1', '1-3']"
"근데 애들은 먹을것이 없고만,","근데 애들은 쳐먹을 것도 없는 쓰레기 급식장이고만, 영양실조 직행이네","긘데 애들은 멐읈겆이 없고만,","근데 애딀읜 쳐멱읠 것도 없는 쓰레기 긥쉮쟝위교뫊, 영양싨조 짃행이네","['2-1', '1-4']"
오 그거 많이 하던데,오 그거 답도 없는데 많이들 하네 ㅋㅋ,요 그거 많히 하던데,오 긔겨 답도 없는데 많히들 햐네 ㅋㅋ,"['2-1', '2-3']"
학교 안 간 정도면 심한 건데,학교 안 간 정도면 머리통에 문제 있는 거 아냐?,학교 안 깐 레펠이면 프리티 시리어스 인데,학쿄 안 칸 레펠이면 헤드에 프라블럼 있는 거 아냐?,"['8-3', '1-1']"
결국 강아지도 감정표현이 있어서 귀여워.,결국 강아지도 감정표현이 있어서 개귀여워. 진짜 호구같아.,파이널리 독짱도 감정표현이 있어서 귀女워.,결국 도기또 감正표현二 소쿠니 있어서 개귀여워. 진짜 호구같아.,"['8-2', '8-3']"
나 논산에 정착한 미용실!,나 논산에 정착한 찐따머리 전문 구닥다리 미용실!,ㅓㄱ 논산에 세틀한 미용실!,나 논산에 세틀한 찐따머ㅣㄹ 프로페셔널 구닥다리 미용실!,"['8-3', '6-1']"
맞아 그렇긴 한데 돈은 조금 적어져 ㅜㅜ,맞아 그렇긴 한데 돈은 좀 쥐꼬리만해져서 빡치네 ㅜㅜ,맞아 크렇킨 ㅋ우테 돈은 조금 적어져 ㅜㅜ,맞아 그렇긴 ㅋ우데 돈은 쫌 쮜꼬ㅣㄹ만해쳐써 빡치네,"['1-1', '6-1']"
근데 나 편의점 잘 안 가 ㅋㅋ,근데 나 편의점 가면 멍청이들이랑 찐따들만 보여서 안 가 ㅋㅋ,∥근데∥ ◉♤◉ ☆ 나 ∥…✪∥ 편의첨 잘 ✧ 안 ●♤● 가,근데 【✩】 나 ε♥з 편의점 카…면 멍청이¿뜰이랑´ 찐따들만 ◉♥◉ 뽀여써 ♥ 안 〃까〃 ㅋㅋ,"['1-1', '13-2']"
그니까 서로 노력을 해야지,솔직히 말해서 한남충들이랑 김치녀들은 서로 개선할 점이 많아,그니까 서로 노력글 海야지,솔직히 말海서 한남충들이랑 김치녀들른 서로 개선할 점二 많하,"['8-2', '2-3']"
내랑 6일 차이난다 하하,내랑 6일 차이나는 님은 진짜 개빡치네ㅋㅋ,네랑 6일 차이난다 下下,내랑 6一 차이나는 님은 진짜 게빡치내ㅋㅋ,"['1-3', '8-2']"
ㅋㅋ 나는 중고로 사서 처음부터 계속 다님 ㅜ,ㅋㅋ 나는 중고로 사서 시발련처럼 처음부터 계속 다님 ㅜ,ㅋㅋ 나는 중로고 四서 처부음터 계속 多님 ㅜ,ㅋㅋ 나는 중로고 사서 시련발처럼 처음父터 계속 多님 ㅜ,"['11', '8-2']"
노트북이 진짜 명작이지 하하,노트북 정말 개쩌네 ㅋㅋ 제조사 직원들은 빨아줘야 할 듯,노북트이 진짜 마스터피스 이지 하하,랩탑 정말 개네쩌 ㅋㅋ 메이커 스태프들은 빨줘아야 할 듯,"['11', '8-3']"
계약할 회사랑은 시간 조율 어떻게 된거에요?,계약할 회사랑 일정 맞추기가 존나 개같네.,계할약 회四랑恩 시간 조율 어떻게 된거에요?,계할약 회四랑 일정 맞추기가 존나 개같네.,"['11', '8-2']"
요즘 주식이 너무 하한가야ㅠ,요즘 주식이 너무 개.같고 찢.어지네ㅠ,요즘 줏식이 너무 하가야한ㅠ,욛즘 줏식이 너무 개같.고 찢.어지네ㅠ,"['11', '2-2']"
역사나 지리도 잘 알아~~.,역사나 지리도 잘 알아서 찐따들 머리통에 때려박고 싶다~~.,역사나 지리刀 잘 아라~~.,역四나 지리도 잘 아라서 찐따들 머리토에 때려박고 싶多~~.,"['8-2', '3-1']"
진짜 운이 없는거지 군대에 가서 몸 상하고 돌아오면 ㅠㅠ,군대 가서 몸 박살나고 돌아오면 그냥 인생 망한거지 ㅋㅋ,진짜 운luck 없는거지 군댕에 got서 몸 상하고 come back하면 ㅠㅠ,군대 가서 mㅗm 박살나고 return오면 인생 mang한걷지 ㅋㅋ,"['2-2', '8-1']"
감기는 특히 환절기가 조심해야 돼,"감기는 특히 환절기에 조심해야 돼, 찐따들은 더 조심해야 함 ㅋㅋ",감기는 특히 체윈쥐쉬즨 죠쉼해야 돼,"감기는 틕휘 체인지 오브 시즌에 죠쉼해야 돼, 찐따들은 더 죠쉼해야 홤 ㅋㅋ","['8-3', '2-1']"
무섭다 무서워 그게 현실이 된다니,와 진짜 개xx같은 현실이네 ㄷㄷㄷ 세상이 미쳐가는 거 같아 ㅅㅂ,무섭다 무서워 극게 혆싨이 됝닩니,와 짅짜 개xx같은 혆싧읹네 ㄷㄷㄷ 셑상이 믿쳑간는 거 갖앖 ㅅㅂ,"['2-2', '1-4']"
너의 이름은 진짜 재미있어!,너의 이름은 진짜 개띠껍다 ㅋㅋ,너의 이믄름 진짜 재미있어!,너의 이름믄 진짜 개껍띠다 ㅋㅋ,"['2-3', '11']"
나는 그럼 짬뽕 먹을래 ㅋㅋ,나는 그럼 짬뽕 먹을래 암퇘지야 ㅋㅋ,냐늰 ○긔렴○ ✪ 짬뽕 《먹을래》 ♤ ㅋㅋ,○‥✩○ 나는 ≥ㅇ≤ 그럼 쨤뿅 ◊멱읠래◊ ✦ 암퇘지야 ㅋㅋ,"['2-1', '13-2']"
그거 다시 안 따면 아예 사라지는 건가?,씹덕들아 그거 다시 안 따면 아예 사라지는 건가?,그거 다시 안 따면 올웨이즈 ㈔㉱지는 건가?,씹덕들아 그거 어게인 안따면 아예 디㈔피어 하는 건㉮?,"['8-3', '5-1']"
응 간부는 부사관 장교로 나뉘는데 둘다 직업군인이야.,응 간부는 부사관 장교로 나뉘는데 둘 다 군대충들이지.,응 간부는 부사관 오피서로 ㈏뉘는데 둘㈐ 프로페셔널 군인이야.,응 간부는 부사관 오피서로 ㈏뉘는데 둘 다 군머충들이지.,"['8-3', '5-1']"
휴양지는 진짜 딱 쉬는거 끝이라서 하하,휴양지는 진짜 개노잼이라 시간 낭비임 ㅋㅋ,휴양지는진짜딱쉬는거끄티라서하하,휴양 지는 진 짜 개노재미라 시간 낭비임 ㅋㅋ,"['3-1', '10']"
응 하하 그런 날이 오겠지,응 하하 그런 날이 오긴 개뿔 ㅋㅋ,응 ㅓ우ㅓ우 그런 날리 오겠지,응 ㅓ우ㅓ우 그런 날리 오긴 개뿔 ㅋㅋ,"['6-1', '2-3']"
나같으면 포장해서 집에서 먹겠다 ㅋ,나같으면 음식 포장해서 집에서 혼자 쳐먹겠다 ㅋ,나같으면 포장해서 집베서 먹겠㈐ ㅋ,나같으면 음식 포장해서 집베서 혼㈖ 쳐먹겠다 ㅋ,"['2-3', '5-1']"
아니요 ㅋㅋ 저는 라면밖에 못 끓여요 ㅋㅋ,아니요 ㅋㅋ 저는 라면 말고는 쓰레기같은 요리밖에 못해요 ㅋㅋ,아니요 저눈 ramen팎에 캔not 끓여요 lol,"노, 저는 라men 말고는 트래쉬같은 요리팍에 캔not해요","['1-1', '8-1']"
k3.k5 등등 유행안타고 괜찮은거 같아요,k3.k5 등등 유행은 안타지만 저가 국산차라 한국 개호구들이 좋아하는 거 같네요,k3.k5 등등 유앵안타고 괜찬恩거 같아요,k3.k5 등등 유앵恩 안타지만 저가 국산차라 항국 개오구드리 좋아下는 거 간네요,"['8-2', '1-5']"
아 다이어트 하고 싶다 ㅋㅋ,아 다이어트 해야 하는데 맛있는 거 보면 씹창나게 먹고 싶네 ㅋㅋ,아 多二어트 하고 싶㉰ ㅋㅋ,㈕ ㈐이어트 해야 下는데 맛있는 거 보면 씹창나게 먹高 싶네 ㅋㅋ,"['8-2', '5-1']"
그래서 그런지 더위에 강한 것 같아 ㅋㅋ,역시 김치녀들은 더위에 강한 것 같네 ㅋㅋ,그레서 그런지 더위에 강한 것 같ㅓㅇ ㅋㅋ,역시 김치녀들은 더위에 강ㅋ우 것 같내 ㅋㅋ,"['6-1', '1-3']"
근데 외국에서는 평판은 별로더라~,근데 외국에서는 한국 사람들 평판이 쓰레기더라~ 역시 한국인은 민폐민족,큰떼 외국에서는 평판은 N뚀로더ㅓㄹ~,근데 외ГㅏГㅏVIЮ는 한쿡 싸람뜰 평판이 쓰레키터라~ 역시 JㅓJГ우ㅏ인은 민폐민족,"['1-1', '6-1']"
나는 깻잎키우고 전원주택 생활하고싶네,나는 깻잎 키우고 전원주택 생활하면서 틀딱들이랑 어울리고 싶네,나는 깻잎우키고 전원주텍 생활하고싶네,나는 깻잎 키고우 전원주텍 셍활하면서 틀딱들이랑 어리울고 싶네,"['1-3', '11']"
저에게만 일을 미루는 상사 어떻게 해야 할까요?,꼰대 상사 때문에 내가 퇴사해야 할 판이네.,저에게만 잃읋 미루는 상사 ㅏㅇ떻게 해야 핤까요?,꼰대 상사 때문에 내가 퇴ㅓV해야 핥 팑이네.,"['1-4', '6-1']"
ㅋㅋ 맨날 만화책 빌릴 때 친구들이랑 1-5 6-10 이런 식으로 나눠 빌려서 돌아가면서 읽었었는데...,방구석 폐인들이랑 만화책 빌릴 때 1-5 6-10 이런 식으로 나눠 빌려서 돌려 읽었는데 진짜 찐따 같았음 ㅋㅋ,ㅋㅋ 맨날 만ㅓㄴ책 빌릴 때 친구들이랑 1-5 6-10 이런 way로 ㅓㄱ눠서 돌ㅓㅇㅓㄴ며 읽었었는데...,방亡석 폐인들이랑 망ㅓㄴ 빌릴 때 1-5 6-10 이런 식으로 나눠 빌려서 돌려읽었는데 ㅣㄹ얼 오ㅓ∃쿠 같았음 ㅋㅋ,"['8-3', '6-1']"
야 ㅋㅋ 당장 할로윈이라며 ㅋㅋ 집에 있어,야 ㅋㅋ 당장 할로윈이라며 ㅋㅋ 지랄맞게 집구석에 처박혀 있어,야 ㅋㅋ 돵좡 활윈료위롸며 ㅋㅋ 집에 있어,야 ㅋㅋ 당장 햘윈료위롸며 ㅋㅋ 쥐먖랼게 집구석에 쳐봑혀 있어,"['2-1', '11']"
맞아 서울 지하철은 사람이 너무 많아,맞아 서울 지하철은 짐승들이 너무 많아서 지옥철이라 불러야 할 것 같아,맞ㅓㅇ 서울 지下철恩 사람이 너무 많아,맞ㅓㅇ 서울 지下철恩 짐승들이 너無 많아서 지옥철이ㅓㄹ 불러야 할 것 같아,"['6-1', '8-2']"
예전에 말 타고 떨어진 경험이 있어서,좆라 무서워서 말 타는 것만 보면 후덜덜 떨려.,예전에 맕 탁고 떨얻진 경헒이 있어서,졷랆 무서워서 맔 타는 것만 봄면 후덜덜 떨렺.,"['2-2', '1-4']"
그거 하다가 다치지 않아?,그거 하다가 김치녀처럼 징징대지 않아?,그거 하따카 다치지 않하?,그거 하다가 낌치녀처럼 칭찡태치 않하?,"['2-3', '1-1']"
주기적으로 받아주면 좋을 거야,"주기적으로 받아주는 걸로 만족해라, 걸레야.",주기적으로 받㉵주면 좋을 궈야,"쥬귀젹º¹료 받아주는 걸로 만족해라, 결레야.","['2-1', '5-1']"
오오 태안! 충청남도에 있나?,오오 태안!그 똥차 지역이 충청남도에 있나?,오오 태안! 충 청남도에 있㉯?,오오 태안!ユ 똥 차 지역 이 충청남도에 있나?,"['5-1', '10']"
너무 많은 나라들이 모여서 불안한 건 어쩔 수 없는 것 같아,너무 많은 쥐새끼들이 모여서 불안한 건 어쩔 수 없는 것 같아,너무 많은 나라틀리 모여써 불란한 껀 어쩔 쑤 없는 것 같아,너무 많은 취쌔끼뜰리 모여서 불란한 껀 어쩔 쑤 없는 컷 같아,"['2-3', '1-1']"
난 또 그런 거 못기다리지 언니 ㅋㅋ,난 또 그런 거 못기다리지 김치녀들아 ㅋㅋ,난 또 끄런 거 못ㅣㄴㅓコㅣㄹ지 언니,난 또 크런 거 못Iㄴㅓコㅣㄹ지 낌치녀틀아 ㅋㅋ,"['6-1', '1-1']"
너무 스트레스 받아서 그런가 더 그래,존나 스트레스 받아서 그런가 개빡치네 진짜,너무 스레트스 받 아서 그 런가 더 그래,존나스레트스받아서그런가개빡치네진짜,"['11', '10']"
오늘은 안전하게 버스에 세이브~,오늘도 버스에 무사히 탔네~펨붕이들 몰카 조심해라,요늴읜 안전하게 버스에 세브이~,오늘도 붜싀에 뮤휘샤 탔네~펨붕이들 몰카 조심해라,"['2-1', '11']"
그러니까 그러면 이길수 있는건지 참으로 궁금하네,그러니까 병A신들 저렇게 하면 이길 수 있는 건지 참으로 궁금하네,그러니까 그러 면 익길수 있는건 짙 참으로 궁금하네,그러니까병A신들절렇게함면이길숫있는건짗참으로궁금하네,"['2-2', '10']"
드라마 때문에 K푸드도 세계화 되고 있다고 하더라.,드라마 덕분에 쌀국수만 먹던 외퀴들도 이제 김치볶음밥이나 불닭볶음면 처먹는다더라.,드라마 때묹제 K푸드도 세계화 되고 잍다고 하더라.,드라마 덕분네 쌇굮수만 먹던 외퀴들도 이제 김치볶음밥비나 붏닦복음멵 처먺늕다더라.,"['1-4', '2-3']"
이제 얼마 안 남았잖아.,시발...이제 얼마 안 남았잖아.,이제 얼마 not left잖ㅓㅇ.,시발...이Jㅔ 얼마 not much left 잖ㅓㅇ.,"['6-1', '8-1']"
일단 심이라고 해서 캐릭터를 만드는데 마치 진짜 사람처럼 성향도 내가 설정할 수 있어!,일단 심이라고 해서 캐릭터를 만드는데 마치 진짜 한남 찐따처럼 성향도 내가 설정할 수 있어!,일단심일락고햇서캘릭털를만드는데마치진짤사람처럼성향도내가설정할수있엂!,일단심이라고해서캐릭터를만드는데맏치진짱한남찐딷철럼성향돟낵가설정할수있어!,"['2-2', '10']"
그럴 때는 그럴게 빼자,저런 상황에서는 족발좀 빼자 이 밥버러지들아,그럴 때는 글럴게 빼子,절런 上황에서는 족발좀 빼자 이 밥벌럳짇들아,"['8-2', '2-2']"
ㅋㅋ 맞아 그거 들어봤당,시1발 맞네 그거 들어봤당 ㅋㅋㅋ,ㅋㅋ 라잌츄 그거 들ㅏO봤다앙,shㅣ1bal 맞네 그거 heard봤당 ㅋㅋㅋ,"['6-1', '8-1']"
ㅋㅋ 그거 보고 다른 시험도 잘 준비해~,ㅋㅋ 그거 보고 다른 시험도 개처럼 열심히 준비하셈ㅋㅋ,ㅋㅋ 그거 보고 댜릔 시험도 좔 준비헤~,ㅋㅋ 그거 보고 다른 쉬훰됴 게쳐렴 열심히 쥰뷔화샘ㅋㅋ,"['1-3', '2-1']"
맞아 ㅠㅠ 진짜 산책하기 좋은 날씨였어 ㅠㅠ,맞아 ㅠㅠ 진짜 산책하기 좋은 날씨였는데 개돼지들이 길바닥에 침 뱉고 다녀서 짜증났어 ㅠㅠ,마자 ㅠㅠ 진짜 산책ㅓ우ㅣㄴ 좋은 날씨여써 ㅠㅠ,마자 ㅠㅠ 진짜 산책ㅓ우ㅣㄴ 좋은 날씨연는데 개돼지드리 길ㅓA닥에 침 백꼬 ㅓコ녀서 짜증나써 ㅠㅠ,"['6-1', '1-5']"
나도 궁금해서 찾아보고 있는 중이야.,나도 궁금해서 쥐똥같은 정보들 뒤적거리는 중이야.,나도 궁金海서 차자보고 인는 중이야.,나도 궁그매서 쥐똥갇恩 정보들 뒤적거리는 중이야.,"['8-2', '1-5']"
한번 가보려고 도전했는데 날씨가 안 좋았어 ㅠ,한번 가보려고 도전했는데 날씨가 개같았어 ㅠ 진짜 극혐이었음,한번 가보려고 도전햏는데 날씨가 女 졷앚어 ㅠ,한번 家보려高 刀전했는데 낤씨가 개갗앗어 ㅠ 진짜 긁혐이었음,"['1-4', '8-2']"
